accession	description	base_count	scientific_name	tax_id	first_public	last_updated
X62221	D.pseudoobscura Adh gene for alcohol dehydrogenase	3483	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62232	D.pseudoobscura Adh gene for alcohol dehydrogenase	3499	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64470	D.pseudoobscura Adh gene for alcohol dehydrogenase	3498	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64476	D.pseudoobscura Adh gene for alcohol dehydrogenase	3457	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
AY750131	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila yunnanensis	311475	2005-12-31	2006-07-20
HQ631475	Drosophila jambulina alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila jambulina	111875	2011-08-30	2012-01-02
HQ631480	Drosophila ohnishii alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila ohnishii	307242	2011-08-30	2012-01-02
M36580	D.melanogaster alcohol dehydrogenase (Adh) gene, complete cds.	2686	Drosophila melanogaster	7227	1990-08-30	2006-11-14
U63563	Drosophila affinidisjuncta alcohol dehydrogenase (Adh) mRNA, complete cds.	898	Drosophila affinidisjuncta	7262	1996-09-13	2005-04-18
AB026535	Drosophila sturtevanti gene for alcohol dehydrogenase, partial cds.	849	Drosophila sturtevanti	30047	1999-10-29	2005-04-14
AY006415	Drosophila heteroneura alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila heteroneura	32382	2001-09-04	2005-09-26
AY750119	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila tsigana	65966	2005-12-31	2006-07-20
AY750145	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila bai	311478	2005-12-31	2006-07-20
DQ471631	Drosophila beppui alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila beppui	381453	2006-07-20	2006-07-20
DQ471660	Drosophila hydei alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila hydei	7224	2006-07-20	2006-07-20
AF059888	Drosophila funebris alcohol dehydrogenase (Adh) gene, partial cds.	290	Drosophila funebris	7221	1998-04-28	2005-04-15
AY750137	Drosophila pseudosordidula alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila pseudosordidula	311482	2005-12-31	2006-07-20
HQ631478	Drosophila madikerii alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila madikerii	233251	2011-08-30	2012-01-02
M60998	Drosophila miranda alcohol dehydrogenase (adh) gene, complete cds.	3461	Drosophila miranda	7229	1992-04-30	2006-11-14
X68164	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS309)	3443	Drosophila pseudoobscura	7237	1992-10-08	2006-11-14
DQ471635	Drosophila quadrisetata alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila quadrisetata	381471	2006-07-20	2006-07-20
DQ471637	Drosophila velox alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila velox	381475	2006-07-20	2006-07-20
DQ471663	Drosophila lummei alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila lummei	40371	2006-07-20	2006-07-20
AF081357	Drosophila tolteca alcohol dehydrogenase (Adh) gene, partial cds.	425	Drosophila tolteca	7259	1999-01-18	2005-04-15
AY006418	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila cyrtoloma	46895	2001-09-04	2005-09-26
AY750126	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila polychaeta	30041	2005-12-31	2006-07-20
AY750141	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila bai	311478	2005-12-31	2006-07-20
AY750120	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila tsigana	65966	2005-12-31	2006-07-20
GQ376033	Drosophila bunnanda alcohol dehydrogenase (ADH) gene, partial cds.	410	Drosophila bunnanda	244254	2009-08-02	2009-08-03
U26841	Drosophila lacicola alcohol dehydrogenase (Adh) gene, complete cds.	957	Drosophila lacicola	40369	1995-06-30	2005-04-17
U26844	Drosophila texana alcohol dehydrogenase (Adh) gene, complete cds.	950	Drosophila americana texana	40372	1995-07-05	2005-04-17
AB033643	Drosophila funebris Adh mRNA for alcohol dehydrogenase, partial cds.	711	Drosophila funebris	7221	1999-11-16	2006-07-17
AB932649	Drosophila brachynephros Adh gene for alcohol dehydrogenase, partial cds.	1100	Drosophila brachynephros	106246	2015-01-14	2015-01-14
M37262	D.affinidisjuncta alcohol dehydrogenase (adh) gene, exons 1-4.	3886	Drosophila affinidisjuncta	7262	1990-09-07	2006-11-14
U26846	Drosophila virilis alcohol dehydrogenase (Adh-1) gene, complete cds.	13087	Drosophila virilis	7244	1995-06-22	2006-11-14
U76468	Drosophila eohydei alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	899	Drosophila eohydei	54075	1996-11-19	2005-04-18
X57369	Drosophila yakuba (individual e) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
AB261139	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.	845	Drosophila guttifera	66368	2007-11-03	2007-11-03
AB932657	Drosophila ornatifrons Adh gene for alcohol dehydrogenase, partial cds.	824	Drosophila ornatifrons	30031	2014-10-26	2014-10-26
AB932665	Drosophila orientacea Adh gene for alcohol dehydrogenase, partial cds.	857	Drosophila orientacea	119223	2015-01-14	2015-01-14
AB932675	Drosophila subpalustris Adh gene for alcohol dehydrogenase, partial cds.	849	Drosophila subpalustris	95625	2014-10-26	2014-10-26
U95253	Drosophila willistoni W3L alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
X57375	Drosophila yakuba (individual k) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
AB932658	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.	845	Drosophila guttifera	66368	2014-10-26	2014-10-26
AB932667	Drosophila phalerata Adh gene for alcohol dehydrogenase, partial cds.	822	Drosophila phalerata	7283	2014-10-26	2014-10-26
AF260697	Drosophila mulleri alcohol dehydrogenase-related protein gene, partial cds.	463	Drosophila mulleri	7231	2000-09-20	2005-04-15
EU532131	Drosophila tropicalis tropicalis alcohol dehydrogenase (Adh) gene, partial cds.	560	Drosophila tropicalis tropicalis	529088	2010-01-21	2010-01-21
EU532132	Drosophila tropicalis cubana alcohol dehydrogenase (Adh) gene, partial cds.	590	Drosophila tropicalis cubana	529087	2010-01-21	2010-01-21
LC578831	Drosophila palustris Adh gene for alcohol dehydrogenase, partial cds.	706	Drosophila palustris	95623	2022-04-03	2022-04-25
KM016466	Drosophila simulans isolate KY03 alcohol dehydrogenase-related gene, intron.	476	Drosophila simulans	7240	2014-09-24	2014-09-24
AB033641	Drosophila polychaeta Adh mRNA for alcohol dehydrogenase, partial cds.	711	Drosophila polychaeta	30041	1999-11-16	2006-07-17
AB932656	Drosophila funebris Adh gene for alcohol dehydrogenase, partial cds.	845	Drosophila funebris	7221	2014-10-26	2014-10-26
U95255	Drosophila willistoni Atlixco alcohol dehydrogenase (Adh) gene, complete cds.	1174	Drosophila willistoni	7260	1999-01-06	2005-04-18
X57373	Drosophila yakuba (individual i) Adh gene for alcohol dehydrogenase	975	Drosophila yakuba	7245	1991-07-17	2006-11-14
U26840	Drosophila lacicola alcohol dehydrogenase (Adh-2) gene, complete cds.	957	Drosophila lacicola	40369	1995-06-30	2005-04-17
AF201430	Drosophila simulans isolate HW00 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AF284475	Drosophila mauritiana strain 152 alcohol dehydrogenase (Adh) gene, partial cds.	701	Drosophila mauritiana	7226	2000-11-02	2006-11-14
AF284479	Drosophila mauritiana strain Lig74 alcohol dehydrogenase (Adh) gene, partial cds.	703	Drosophila mauritiana	7226	2000-11-02	2006-11-14
AY095949	Drosophila phalerata isolate pha3 alcohol dehydrogenase (Adh) gene, partial cds.	430	Drosophila phalerata	7283	2003-05-01	2008-12-16
DQ471650	Drosophila yunnanensis strain 244 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila yunnanensis	311475	2006-07-20	2006-07-20
HQ110510	Drosophila nebulosa isolate D_nebu_c2 alcohol dehydrogenase (Adh) gene, partial cds.	794	Drosophila nebulosa	7271	2011-05-06	2011-06-02
KX976498	Drosophila yakuba isolate Yakuba_SanTome_city alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
X78917	D.melanogaster Adh gene (fn46 mutant) for alcohol dehydrogenase (partial)	96	Drosophila melanogaster	7227	1994-05-03	2008-10-23
AB154542	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh01.	683	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AB154550	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh09.	686	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AB154556	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh15.	686	Drosophila kikkawai	30033	2004-04-01	2005-04-14
DQ471615	Drosophila angor strain E132 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila angor	381448	2006-07-20	2006-07-20
EU532127	Drosophila paulistorum from Guyana alcohol dehydrogenase (Adh) gene, partial cds.	587	Drosophila paulistorum	46793	2010-01-21	2010-01-21
JX455218	Drosophila simulans isolate HW49 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2012-09-03	2014-01-02
KX976502	Drosophila yakuba isolate Yakuba_Anton_2_Principe alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
U95261	Drosophila willistoni Manaus I alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
AY335197	Drosophila sucinea clone Dsuc3 alcohol dehydrogenase (Adh) gene, partial cds.	781	Drosophila sucinea	46791	2003-12-31	2005-04-16
EU532130	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	588	Drosophila paulistorum	46793	2010-01-21	2010-01-21
HQ110509	Drosophila nebulosa isolate D_nebu_c1 alcohol dehydrogenase (Adh) gene, partial cds.	794	Drosophila nebulosa	7271	2011-05-06	2011-06-02
JX455217	Drosophila simulans isolate HW48 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2012-09-03	2014-01-02
M22210	D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds.	2075	Drosophila melanogaster	7227	1991-07-01	2006-11-14
M62741	D.arizonae alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	909	Drosophila arizonae	7263	1991-07-11	2006-11-14
M62851	D.wheeleri alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	924	Drosophila wheeleri	7277	1991-04-10	2006-11-14
X60112	D.madeirensis Adh and Adh-dup genes for alcohol dehydrogenase	3881	Drosophila madeirensis	30013	1993-08-25	2006-11-14
DQ471626	Drosophila polychaeta strain X115 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila polychaeta	30041	2006-07-20	2006-07-20
JX455214	Drosophila simulans isolate HW05 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2012-09-03	2014-01-02
KX375415	Drosophila biarmipes strain IND_DBR_U4 alcohol dehydrogenase (Adh) gene, complete cds.	1022	Drosophila biarmipes	125945	2017-01-03	2017-01-03
KX976488	Drosophila yakuba isolate Yakuba_SJ4 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
KX976517	Drosophila yakuba isolate Yakuba_3_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
AB154560	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh19.	683	Drosophila kikkawai	30033	2004-04-01	2005-04-14
DQ471651	Drosophila lacertosa strain 239 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila lacertosa	119604	2006-07-20	2006-07-20
AY095944	Drosophila curvispina isolate cur4 alcohol dehydrogenase (Adh) gene, partial cds.	443	Drosophila curvispina	126591	2003-05-01	2008-12-16
M60979	Drosophila pseudoobscura (strain AH43) alcohol dehydrogenase (adh) gene, complete cds.	3481	Drosophila pseudoobscura	7237	1992-04-30	2006-11-14
KX976507	Drosophila yakuba isolate Yakuba_BAR_1000_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
U95262	Drosophila willistoni Manaus II alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
U95264	Drosophila willistoni Manaus IV alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
X60113	D.guanche Adh and Adh-dup genes for alcohol dehydrogenase	4433	Drosophila guanche	7266	1993-08-25	2006-11-14
KX976487	Drosophila yakuba isolate Yakuba_SJ_1 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
KX976516	Drosophila yakuba isolate Yakuba_1_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
AB669826	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A662.	843	Drosophila auraria	47315	2014-01-02	2014-01-02
AB669831	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: KMJM37.	838	Drosophila neoasahinai	1084812	2014-01-02	2014-01-02
AB669836	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KT4.	842	Drosophila subauraria	137068	2014-01-02	2014-01-02
AF459770	Drosophila birchii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila birchii	46829	2002-05-16	2006-11-14
AF459776	Drosophila tsacasi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila tsacasi	34677	2002-05-16	2006-11-14
AF459777	Drosophila baimaii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila baimaii	137353	2002-05-16	2006-11-14
EF216311	Drosophila microlabis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	370	Drosophila microlabis	7281	2007-06-10	2010-09-07
L78925	Drosophila mimica (strain 15292-2561.5) alcohol dehydrogenase gene, partial cds.	822	Drosophila mimica	7270	1996-06-25	2005-04-17
U64530	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS254 allele, complete cds.	3456	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
AB669832	Drosophila neoasahinai Adh gene for alcohol dehydrogenase, partial cds, strain: OKNH2K.	837	Drosophila neoasahinai	1084812	2014-01-02	2014-01-02
AB669866	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: SWB196.	832	Drosophila leontia	109356	2014-01-02	2014-01-02
AF175219	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k37 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
AF459757	Drosophila greeni alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila greeni	114631	2002-05-16	2006-11-14
KJ767238	Drosophila melanogaster strain Canton S alcohol dehydrogenase (Adh) gene, partial cds.	872	Drosophila melanogaster	7227	2014-09-04	2014-10-29
L78920	Drosophila mimica (strain 15292-2561.0) alcohol dehydrogenase gene, partial cds.	822	Drosophila mimica	7270	1996-06-25	2005-04-17
M97638	Drosophila immigrans alcohol dehydrogenase (Adh and Adh-dup) genes, complete cds.	3142	Drosophila immigrans	7250	1993-06-05	2006-11-14
AB669837	Drosophila subauraria Adh gene for alcohol dehydrogenase, partial cds, strain: ONM29.	842	Drosophila subauraria	137068	2014-01-02	2014-01-02
AB669846	Drosophila seguyi Adh gene for alcohol dehydrogenase, partial cds, strain: K59.	835	Drosophila seguyi	73917	2014-01-02	2014-01-02
AB669851	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: F76.	831	Drosophila jambulina	111875	2014-01-02	2014-01-02
AB669854	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: NHO122.	836	Drosophila punjabiensis	60717	2014-01-02	2014-01-02
AB669856	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: SWB248.	826	Drosophila watanabei	94109	2014-01-02	2014-01-02
AF136657	Drosophila americana americana G96.36X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136662	Drosophila americana americana G96.46X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136685	Drosophila americana americana G96.36Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136690	Drosophila americana americana G96.48Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF136691	Drosophila americana americana G96.10Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF459769	Drosophila barbarae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila barbarae	137354	2002-05-16	2006-11-14
AF459778	Drosophila biauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila biauraria	73155	2002-05-16	2006-11-14
AF459779	Drosophila kanapiae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila kanapiae	137072	2002-05-16	2006-11-14
AM181670	Drosophila gunungcola partial adh gene for alcohol dehydrogenase, exons 1-3	628	Drosophila gunungcola	103775	2006-02-15	2006-11-14
EF560578	Drosophila viracochi pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	624	Drosophila viracochi	306030	2008-05-01	2008-07-12
EU999243	Drosophila americana isolate FP99.45 alcohol dehydrogenase (Adh) gene, partial cds.	845	Drosophila americana	40366	2008-09-09	2008-09-09
L78921	Drosophila mimica (strain 15292-2561.1) alcohol dehydrogenase gene, partial cds.	822	Drosophila mimica	7270	1996-06-25	2005-04-17
U64552	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS336 allele, complete cds.	3490	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
AB669871	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY309.	844	Drosophila ohnishii	307242	2014-01-02	2014-01-02
AF136669	Drosophila americana americana G96.27X alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AF459755	Drosophila varians alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila varians	30050	2002-05-16	2006-11-14
AF459782	Drosophila parvula alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila parvula	137077	2002-05-16	2006-11-14
AF175214	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h21 allele, complete cds.	951	Drosophila melanogaster	7227	1999-10-06	1999-12-21
AF459744	Drosophila affinis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	290	Drosophila affinis	7246	2002-05-16	2006-11-14
U64540	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS296 allele, complete cds.	3475	Drosophila pseudoobscura	7237	1996-08-16	2005-04-18
